date,ipca_index,ipca_pct
2017-01-12,1.496064404084483,0.38
2017-01-13,1.4963223477020642,0.38
2017-01-16,1.496580335792938,0.38
2017-01-17,1.496838368364772,0.38
2017-01-18,1.4970964454252356,0.38
2017-01-19,1.497354566981999,0.38
2017-01-20,1.4976127330427345,0.38
2017-01-23,1.497870943615115,0.38
2017-01-24,1.4981291987068148,0.38
2017-01-25,1.4983874983255099,0.38
2017-01-26,1.4986458424788773,0.38
2017-01-27,1.4989042311745957,0.38
2017-01-30,1.4991626644203446,0.38
2017-01-31,1.499421142223805,0.38
2017-02-01,1.4996681597355621,0.33
2017-02-02,1.499915217941457,0.33
2017-02-03,1.5001623168481946,0.33
2017-02-06,1.5004094564624793,0.33
2017-02-07,1.5006566367910175,0.33
2017-02-08,1.5009038578405165,0.33
2017-02-09,1.501151119617685,0.33
2017-02-10,1.5013984221292325,0.33
2017-02-13,1.5016457653818696,0.33
2017-02-14,1.5018931493823078,0.33
2017-02-15,1.5021405741372602,0.33
2017-02-16,1.5023880396534408,0.33
2017-02-17,1.5026355459375649,0.33
2017-02-20,1.5028830929963481,0.33
2017-02-21,1.5031306808365084,0.33
2017-02-22,1.5033783094647637,0.33
2017-02-23,1.5036259788878337,0.33
2017-02-24,1.503873689112439,0.33
2017-02-27,1.5041214401453011,0.33
2017-02-28,1.5043692319931432,0.33
2017-03-01,1.504532555194981,0.25
2017-03-02,1.5046958961281498,0.25
2017-03-03,1.504859254794574,0.25
2017-03-06,1.5050226311961792,0.25
2017-03-07,1.5051860253348908,0.25
